Province/State,Country/Region,Lat,Long,Time,Confirmados diarios,Muertos diarios,Recuperados diarios,Suma confirmados,Suma muertos,Suma recuperados,Porcentaje confirmados,Porcentaje muertos,Porcentaje recuperados
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Dominica,15.415,-61.371,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Grenada,12.1165,-61.679,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Mozambique,-18.665695,35.529562,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Syria,34.802075,38.99681500000001,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Timor-Leste,-8.874217,125.727539,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Belize,13.1939,-59.5432,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Laos,19.85627,102.495496,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Libya,26.3351,17.228331,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,West Bank and Gaza,31.9522,35.2332,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Guinea-Bissau,11.8037,-15.1804,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Mali,17.570692,-3.996166000000001,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Saint Kitts and Nevis,17.357822,-62.782998,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Northwest Territories,Canada,64.8255,-124.8457,1/31/20,0,0,,0,0,,0.0,0.0,0.0
Yukon,Canada,64.2823,-135.0,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Kosovo,42.602636,20.902977,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Burma,21.9162,95.956,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Anguilla,United Kingdom,18.2206,-63.0686,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
British Virgin Islands,United Kingdom,18.4207,-64.64,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,MS Zaandam,0.0,0.0,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Botswana,-22.3285,24.6849,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Burundi,-3.3731,29.9189,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Sierra Leone,8.460555000000001,-11.779889,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Malawi,-13.254307999999998,34.301525,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,South Sudan,6.877000000000002,31.307,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Western Sahara,24.2155,-12.8858,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Sao Tome and Principe,0.18636,6.613081,1/31/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Yemen,15.552727,48.516388,1/31/20,0,0,,0,0,,0.0,0.0,0.0
,Afghanistan,33.0,65.0,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Albania,41.1533,20.1683,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Algeria,28.0339,1.6596,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Andorra,42.5063,1.5218,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Angola,-11.2027,17.8739,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Antigua and Barbuda,17.0608,-61.7964,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Argentina,-38.4161,-63.6167,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Armenia,40.0691,45.0382,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Australian Capital Territory,Australia,-35.4735,149.0124,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
New South Wales,Australia,-33.8688,151.2093,2/1/20,0,0,0.0,4,0,2.0,0.0,0.0,0.0
Northern Territory,Australia,-12.4634,130.8456,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Queensland,Australia,-28.0167,153.4,2/1/20,0,0,0.0,3,0,0.0,0.0,0.0,0.0
South Australia,Australia,-34.9285,138.6007,2/1/20,1,0,0.0,1,0,0.0,0.0,0.0,0.0
Tasmania,Australia,-41.4545,145.9707,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Victoria,Australia,-37.8136,144.9631,2/1/20,1,0,0.0,4,0,0.0,33.333333333333336,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Austria,47.5162,14.5501,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Azerbaijan,40.1431,47.5769,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Bahamas,25.0343,-77.3963,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Bahrain,26.0275,50.55,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Bangladesh,23.685,90.3563,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Barbados,13.1939,-59.5432,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Belarus,53.7098,27.9534,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Belgium,50.8333,4.0,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Benin,9.3077,2.3158,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Bhutan,27.5142,90.4336,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Bolivia,-16.2902,-63.5887,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Bosnia and Herzegovina,43.9159,17.6791,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Brazil,-14.235,-51.9253,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Brunei,4.5353,114.7277,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Bulgaria,42.7339,25.4858,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Burkina Faso,12.2383,-1.5616,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Cabo Verde,16.5388,-23.0418,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Cambodia,11.55,104.9167,2/1/20,0,0,0.0,1,0,0.0,0.0,0.0,0.0
,Cameroon,3.848,11.5021,2/1/20,0,0,,0,0,,0.0,0.0,0.0
Alberta,Canada,53.9333,-116.5765,2/1/20,0,0,,0,0,,0.0,0.0,0.0
British Columbia,Canada,49.2827,-123.1207,2/1/20,0,0,,1,0,,0.0,0.0,0.0
Grand Princess,Canada,37.6489,-122.6655,2/1/20,0,0,,0,0,,0.0,0.0,0.0
Manitoba,Canada,53.7609,-98.8139,2/1/20,0,0,,0,0,,0.0,0.0,0.0
New Brunswick,Canada,46.5653,-66.4619,2/1/20,0,0,,0,0,,0.0,0.0,0.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/1/20,0,0,,0,0,,0.0,0.0,0.0
Nova Scotia,Canada,44.682,-63.7443,2/1/20,0,0,,0,0,,0.0,0.0,0.0
Ontario,Canada,51.2538,-85.3232,2/1/20,0,0,,3,0,,0.0,0.0,0.0
Prince Edward Island,Canada,46.5107,-63.4168,2/1/20,0,0,,0,0,,0.0,0.0,0.0
Quebec,Canada,52.9399,-73.5491,2/1/20,0,0,,0,0,,0.0,0.0,0.0
Saskatchewan,Canada,52.9399,-106.4509,2/1/20,0,0,,0,0,,0.0,0.0,0.0
,Central African Republic,6.6111,20.9394,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Chad,15.4542,18.7322,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
,Chile,-35.6751,-71.543,2/1/20,0,0,0.0,0,0,0.0,0.0,0.0,0.0
Anhui,China,31.8257,117.2264,2/1/20,60,0,2.0,297,0,5.0,25.31645569620253,0.0,66.66666666666667
Beijing,China,40.1824,116.4142,2/1/20,29,0,4.0,168,1,9.0,20.863309352517987,0.0,80.0
Chongqing,China,30.0572,107.874,2/1/20,36,1,2.0,247,1,3.0,17.061611374407583,0.0,200.0
Fujian,China,26.0789,117.9874,2/1/20,24,0,0.0,144,0,0.0,20.0,0.0,0.0
Gansu,China,37.8099,101.0583,2/1/20,11,0,0.0,40,0,0.0,37.93103448275862,0.0,0.0
Guangdong,China,23.3417,113.4244,2/1/20,99,0,3.0,535,0,14.0,22.706422018348626,0.0,27.272727272727273
Guangxi,China,23.8298,108.7881,2/1/20,13,0,0.0,100,0,2.0,14.942528735632184,0.0,0.0
Guizhou,China,26.8154,106.8748,2/1/20,0,0,0.0,29,0,2.0,0.0,0.0,0.0
Hainan,China,19.1959,109.7453,2/1/20,10,0,0.0,62,1,1.0,19.23076923076923,0.0,0.0
Hebei,China,39.549,116.1306,2/1/20,14,0,0.0,96,1,0.0,17.073170731707318,0.0,0.0
